sample_id,genotype,block_number,replica_number,dev_stage,leaf_number,leaf_zone,dag,common_dev_stage,common_leaf_age,tissue_designation,developmental_stage_dap,dev_group,metabolite,intensity
D11C211C,CML312,1,2,11,11,Center,57,V10+,young,CML312_11_11,58,>9,acylcarnitine_15_3,11642
D11B211T,B73,1,2,11,11,Tip,57,V10+,young,B73_11_11,58,>9,acylcarnitine_15_3,12519
D11C211T,CML312,1,2,11,11,Tip,57,V10+,young,CML312_11_11,58,>9,acylcarnitine_15_3,13475
D12C211A,CML312,2,2,11,11,Along,49,V10+,young,CML312_11_11,50,>9,acylcarnitine_15_3,27237
D11B213B,B73,1,2,11,13,Base,57,V10+,young,B73_13_11,58,>9,acylcarnitine_15_3,354028
D11C213B,CML312,1,2,11,13,Base,57,V10+,young,CML312_13_11,58,>9,acylcarnitine_15_3,442190
D11B213C,B73,1,2,11,13,Center,57,V10+,young,B73_13_11,58,>9,acylcarnitine_15_3,27848
D11C213C,CML312,1,2,11,13,Center,57,V10+,young,CML312_13_11,58,>9,acylcarnitine_15_3,61681
D11B213T,B73,1,2,11,13,Tip,57,V10+,young,B73_13_11,58,>9,acylcarnitine_15_3,8436
D11C213T,CML312,1,2,11,13,Tip,57,V10+,young,CML312_13_11,58,>9,acylcarnitine_15_3,88723
D12C213A,CML312,2,2,11,13,Along,49,V10+,young,CML312_13_11,50,>9,acylcarnitine_15_3,37138
D12B14A,B73,2,1,10,4,Along,49,V10+,adult,B73_4_10,50,>9,acylcarnitine_15_3,9549
D12C14A,CML312,2,1,10,4,Along,49,V10+,adult,CML312_4_10,50,>9,acylcarnitine_15_3,2911
D12C15A,CML312,2,1,10,5,Along,49,V10+,adult,CML312_5_10,50,>9,acylcarnitine_15_3,6716
D12C17A,CML312,2,1,10,7,Along,49,V10+,adult,CML312_7_10,50,>9,acylcarnitine_15_3,13239
D12C19A,CML312,2,1,10,9,Along,49,V10+,adult,CML312_9_10,50,>9,acylcarnitine_15_3,0
D12C111A,CML312,2,1,10,11,Along,49,V10+,young,CML312_11_10,50,>9,acylcarnitine_15_3,71091
D12C113A,CML312,2,1,10,13,Along,49,V10+,young,CML312_13_10,50,>9,acylcarnitine_15_3,200459
D12B24A,B73,2,2,9,4,Along,49,V7-V9,adult,B73_4_9,50,7-9,acylcarnitine_15_3,20299
D12B15A,B73,2,1,9,5,Along,49,V7-V9,adult,B73_5_9,50,7-9,acylcarnitine_15_3,8466
D12B25A,B73,2,2,9,5,Along,49,V7-V9,adult,B73_5_9,50,7-9,acylcarnitine_15_3,42094
D12B27A,B73,2,2,9,7,Along,49,V7-V9,adult,B73_7_9,50,7-9,acylcarnitine_15_3,10138
D12B17A,B73,2,1,9,7,Along,49,V7-V9,adult,B73_7_9,50,7-9,acylcarnitine_15_3,13499
D12B19A,B73,2,1,9,9,Along,49,V7-V9,young,B73_9_9,50,7-9,acylcarnitine_15_3,11611
D12B29A,B73,2,2,9,9,Along,49,V7-V9,young,B73_9_9,50,7-9,acylcarnitine_15_3,7685
D12B111A,B73,2,1,9,11,Along,49,V7-V9,young,B73_11_9,50,7-9,acylcarnitine_15_3,17567
D12B211A,B73,2,2,9,11,Along,49,V7-V9,young,B73_11_9,50,7-9,acylcarnitine_15_3,33945
D12B113A,B73,2,1,9,13,Along,49,V7-V9,young,B73_13_9,50,7-9,acylcarnitine_15_3,233913
D12B213A,B73,2,2,9,13,Along,49,V7-V9,young,B73_13_9,50,7-9,acylcarnitine_15_3,452587
D12P14A,PT,2,1,8,4,Along,49,V7-V9,adult,PT_4_8,50,7-9,acylcarnitine_15_3,5952
D13C14A,CML312,3,1,8,4,Along,40,V7-V9,adult,CML312_4_8,40,7-9,acylcarnitine_15_3,5159
D13C24A,CML312,3,2,8,4,Along,40,V7-V9,adult,CML312_4_8,40,7-9,acylcarnitine_15_3,7018
D13P14A,PT,3,1,8,4,Along,40,V7-V9,adult,PT_4_8,40,7-9,acylcarnitine_15_3,5943
D12P15A,PT,2,1,8,5,Along,49,V7-V9,adult,PT_5_8,50,7-9,acylcarnitine_15_3,1803
D13C25A,CML312,3,2,8,5,Along,40,V7-V9,adult,CML312_5_8,40,7-9,acylcarnitine_15_3,7652
D13P15A,PT,3,1,8,5,Along,40,V7-V9,adult,PT_5_8,40,7-9,acylcarnitine_15_3,5733
D12P17A,PT,2,1,8,7,Along,49,V7-V9,adult,PT_7_8,50,7-9,acylcarnitine_15_3,9126
D13C17A,CML312,3,1,8,7,Along,40,V7-V9,adult,CML312_7_8,40,7-9,acylcarnitine_15_3,11747
D13C27A,CML312,3,2,8,7,Along,40,V7-V9,adult,CML312_7_8,40,7-9,acylcarnitine_15_3,8876
D13P17A,PT,3,1,8,7,Along,40,V7-V9,adult,PT_7_8,40,7-9,acylcarnitine_15_3,12067
D12P19A,PT,2,1,8,9,Along,49,V7-V9,young,PT_9_8,50,7-9,acylcarnitine_15_3,4984
D13C19A,CML312,3,1,8,9,Along,40,V7-V9,young,CML312_9_8,40,7-9,acylcarnitine_15_3,62273
D13C29A,CML312,3,2,8,9,Along,40,V7-V9,young,CML312_9_8,40,7-9,acylcarnitine_15_3,48158
D13P19A,PT,3,1,8,9,Along,40,V7-V9,young,PT_9_8,40,7-9,acylcarnitine_15_3,8368
D12P111A,PT,2,1,8,11,Along,49,V7-V9,young,PT_11_8,50,7-9,acylcarnitine_15_3,28335
D12P113A,PT,2,1,8,13,Along,49,V7-V9,young,PT_13_8,50,7-9,acylcarnitine_15_3,101241
D13P24A,PT,3,2,7,4,Along,40,V7-V9,adult,PT_4_7,40,>9,acylcarnitine_15_3,10012
D13P25A,PT,3,2,7,5,Along,40,V7-V9,adult,PT_5_7,40,>9,acylcarnitine_15_3,12354
D13P27A,PT,3,2,7,7,Along,40,V7-V9,young,PT_7_7,40,>9,acylcarnitine_15_3,6316
D13P29A,PT,3,2,7,9,Along,40,V7-V9,young,PT_9_7,40,>9,acylcarnitine_15_3,11271
D13B14A,B73,3,1,6,4,Along,40,V6-,adult,B73_4_6,40,4-6,acylcarnitine_15_3,10518
D13B24A,B73,3,2,6,4,Along,40,V6-,adult,B73_4_6,40,4-6,acylcarnitine_15_3,3232
D14C24A,CML312,4,2,6,4,Along,26,V6-,adult,CML312_4_6,28,4-6,acylcarnitine_15_3,23192
D13B15A,B73,3,1,6,5,Along,40,V6-,adult,B73_5_6,40,4-6,acylcarnitine_15_3,28933
D13B25A,B73,3,2,6,5,Along,40,V6-,adult,B73_5_6,40,4-6,acylcarnitine_15_3,9704
D14C25A,CML312,4,2,6,5,Along,26,V6-,adult,CML312_5_6,28,4-6,acylcarnitine_15_3,20762
D13B17A,B73,3,1,6,7,Along,40,V6-,young,B73_7_6,40,4-6,acylcarnitine_15_3,165908
D13B27A,B73,3,2,6,7,Along,40,V6-,young,B73_7_6,40,4-6,acylcarnitine_15_3,387516
D14C27A,CML312,4,2,6,7,Along,26,V6-,young,CML312_7_6,28,4-6,acylcarnitine_15_3,277314
D14P24A,PT,4,2,5,4,Along,27,V6-,adult,PT_4_5,28,4-6,acylcarnitine_15_3,7275
D14C14A,CML312,4,1,5,4,Along,26,V6-,adult,CML312_4_5,28,4-6,acylcarnitine_15_3,5790
D14C15A,CML312,4,1,5,5,Along,26,V6-,young,CML312_5_5,28,4-6,acylcarnitine_15_3,1424
D14P25A,PT,4,2,5,5,Along,27,V6-,young,PT_5_5,28,4-6,acylcarnitine_15_3,17642
D14P27A,PT,4,2,5,7,Along,27,V6-,young,PT_7_5,28,4-6,acylcarnitine_15_3,84892
D14C17A,CML312,4,1,5,7,Along,26,V6-,young,CML312_7_5,28,4-6,acylcarnitine_15_3,646190
D14B14A,B73,4,1,4,4,Along,27,V6-,young,B73_4_4,28,4-6,acylcarnitine_15_3,17813
D14B24A,B73,4,2,4,4,Along,28,V6-,young,B73_4_4,28,4-6,acylcarnitine_15_3,2773
D14P14A,PT,4,1,4,4,Along,28,V6-,young,PT_4_4,28,4-6,acylcarnitine_15_3,8520
D14B15A,B73,4,1,4,5,Along,27,V6-,young,B73_5_4,28,4-6,acylcarnitine_15_3,122309
D14B25A,B73,4,2,4,5,Along,28,V6-,young,B73_5_4,28,4-6,acylcarnitine_15_3,76396
D14P15A,PT,4,1,4,5,Along,28,V6-,young,PT_5_4,28,4-6,acylcarnitine_15_3,7162
D11C15B,CML312,1,1,14,5,Base,57,V10+,adult,CML312_5_14,58,>9,BMP_37_7_15_1_22_6,3987
D11C15C,CML312,1,1,14,5,Center,57,V10+,adult,CML312_5_14,58,>9,BMP_37_7_15_1_22_6,4088
D11C15T,CML312,1,1,14,5,Tip,57,V10+,adult,CML312_5_14,58,>9,BMP_37_7_15_1_22_6,7522
D11C17B,CML312,1,1,14,7,Base,57,V10+,adult,CML312_7_14,58,>9,BMP_37_7_15_1_22_6,0
D11P17B,PT,1,1,14,7,Base,57,V10+,adult,PT_7_14,58,>9,BMP_37_7_15_1_22_6,5898
D11P27B,PT,1,2,14,7,Base,57,V10+,adult,PT_7_14,58,>9,BMP_37_7_15_1_22_6,2363
D11P17C,PT,1,1,14,7,Center,57,V10+,adult,PT_7_14,58,>9,BMP_37_7_15_1_22_6,3936
D11P27C,PT,1,2,14,7,Center,57,V10+,adult,PT_7_14,58,>9,BMP_37_7_15_1_22_6,2281
D11C17C,CML312,1,1,14,7,Center,57,V10+,adult,CML312_7_14,58,>9,BMP_37_7_15_1_22_6,4500
D11C17T,CML312,1,1,14,7,Tip,57,V10+,adult,CML312_7_14,58,>9,BMP_37_7_15_1_22_6,6474
D11P17T,PT,1,1,14,7,Tip,57,V10+,adult,PT_7_14,58,>9,BMP_37_7_15_1_22_6,4809
D11P27T,PT,1,2,14,7,Tip,57,V10+,adult,PT_7_14,58,>9,BMP_37_7_15_1_22_6,2577
D11C19B,CML312,1,1,14,9,Base,57,V10+,adult,CML312_9_14,58,>9,BMP_37_7_15_1_22_6,1754
D11P19B,PT,1,1,14,9,Base,57,V10+,adult,PT_9_14,58,>9,BMP_37_7_15_1_22_6,5845
D11P29B,PT,1,2,14,9,Base,57,V10+,adult,PT_9_14,58,>9,BMP_37_7_15_1_22_6,3542
D11P19C,PT,1,1,14,9,Center,57,V10+,adult,PT_9_14,58,>9,BMP_37_7_15_1_22_6,6154
D11P29C,PT,1,2,14,9,Center,57,V10+,adult,PT_9_14,58,>9,BMP_37_7_15_1_22_6,3437
D11C19C,CML312,1,1,14,9,Center,57,V10+,adult,CML312_9_14,58,>9,BMP_37_7_15_1_22_6,3675
D11C19T,CML312,1,1,14,9,Tip,57,V10+,adult,CML312_9_14,58,>9,BMP_37_7_15_1_22_6,4246
D11P19T,PT,1,1,14,9,Tip,57,V10+,adult,PT_9_14,58,>9,BMP_37_7_15_1_22_6,5264
D11P29T,PT,1,2,14,9,Tip,57,V10+,adult,PT_9_14,58,>9,BMP_37_7_15_1_22_6,2555
D11C111B,CML312,1,1,14,11,Base,57,V10+,adult,CML312_11_14,58,>9,BMP_37_7_15_1_22_6,3729
D11P111B,PT,1,1,14,11,Base,57,V10+,adult,PT_11_14,58,>9,BMP_37_7_15_1_22_6,5403
D11P211B,PT,1,2,14,11,Base,57,V10+,adult,PT_11_14,58,>9,BMP_37_7_15_1_22_6,2848
D11P111C,PT,1,1,14,11,Center,57,V10+,adult,PT_11_14,58,>9,BMP_37_7_15_1_22_6,2544
D11P211C,PT,1,2,14,11,Center,57,V10+,adult,PT_11_14,58,>9,BMP_37_7_15_1_22_6,4079
D11C111C,CML312,1,1,14,11,Center,57,V10+,adult,CML312_11_14,58,>9,BMP_37_7_15_1_22_6,2001
D11P111T,PT,1,1,14,11,Tip,57,V10+,adult,PT_11_14,58,>9,BMP_37_7_15_1_22_6,7419
D11P211T,PT,1,2,14,11,Tip,57,V10+,adult,PT_11_14,58,>9,BMP_37_7_15_1_22_6,3222
D11C111T,CML312,1,1,14,11,Tip,57,V10+,adult,CML312_11_14,58,>9,BMP_37_7_15_1_22_6,7671
D11C113B,CML312,1,1,14,13,Base,57,V10+,adult,CML312_13_14,58,>9,BMP_37_7_15_1_22_6,2770
D11P113B,PT,1,1,14,13,Base,57,V10+,adult,PT_13_14,58,>9,BMP_37_7_15_1_22_6,8464
D11P213B,PT,1,2,14,13,Base,57,V10+,adult,PT_13_14,58,>9,BMP_37_7_15_1_22_6,9402
D11C113C,CML312,1,1,14,13,Center,57,V10+,adult,CML312_13_14,58,>9,BMP_37_7_15_1_22_6,5198
D11P113C,PT,1,1,14,13,Center,57,V10+,adult,PT_13_14,58,>9,BMP_37_7_15_1_22_6,5359
D11P213C,PT,1,2,14,13,Center,57,V10+,adult,PT_13_14,58,>9,BMP_37_7_15_1_22_6,7350
D11P113T,PT,1,1,14,13,Tip,57,V10+,adult,PT_13_14,58,>9,BMP_37_7_15_1_22_6,2115
D11P213T,PT,1,2,14,13,Tip,57,V10+,adult,PT_13_14,58,>9,BMP_37_7_15_1_22_6,3077
D11C113T,CML312,1,1,14,13,Tip,57,V10+,adult,CML312_13_14,58,>9,BMP_37_7_15_1_22_6,4414
D12P24A,PT,2,2,12,4,Along,49,V10+,adult,PT_4_12,50,>9,BMP_37_7_15_1_22_6,4693
D11B15B,B73,1,1,12,5,Base,57,V10+,adult,B73_5_12,58,>9,BMP_37_7_15_1_22_6,3556
D11B15C,B73,1,1,12,5,Center,57,V10+,adult,B73_5_12,58,>9,BMP_37_7_15_1_22_6,2919
D11B15T,B73,1,1,12,5,Tip,57,V10+,adult,B73_5_12,58,>9,BMP_37_7_15_1_22_6,3189
D12P25A,PT,2,2,12,5,Along,49,V10+,adult,PT_5_12,50,>9,BMP_37_7_15_1_22_6,0
D11B17B,B73,1,1,12,7,Base,57,V10+,adult,B73_7_12,58,>9,BMP_37_7_15_1_22_6,2699
D11B17C,B73,1,1,12,7,Center,57,V10+,adult,B73_7_12,58,>9,BMP_37_7_15_1_22_6,4697
D11B17T,B73,1,1,12,7,Tip,57,V10+,adult,B73_7_12,58,>9,BMP_37_7_15_1_22_6,2341
D12P27A,PT,2,2,12,7,Along,49,V10+,adult,PT_7_12,50,>9,BMP_37_7_15_1_22_6,6227
D11B19B,B73,1,1,12,9,Base,57,V10+,adult,B73_9_12,58,>9,BMP_37_7_15_1_22_6,6770
D11B19C,B73,1,1,12,9,Center,57,V10+,adult,B73_9_12,58,>9,BMP_37_7_15_1_22_6,6828
D11B19T,B73,1,1,12,9,Tip,57,V10+,adult,B73_9_12,58,>9,BMP_37_7_15_1_22_6,1694
D12P29A,PT,2,2,12,9,Along,49,V10+,adult,PT_9_12,50,>9,BMP_37_7_15_1_22_6,4959
D11B111B,B73,1,1,12,11,Base,57,V10+,adult,B73_11_12,58,>9,BMP_37_7_15_1_22_6,2909
D11B111C,B73,1,1,12,11,Center,57,V10+,adult,B73_11_12,58,>9,BMP_37_7_15_1_22_6,6852
D11B111T,B73,1,1,12,11,Tip,57,V10+,adult,B73_11_12,58,>9,BMP_37_7_15_1_22_6,6472
D12P211A,PT,2,2,12,11,Along,49,V10+,adult,PT_11_12,50,>9,BMP_37_7_15_1_22_6,4858
D11B113B,B73,1,1,12,13,Base,57,V10+,young,B73_13_12,58,>9,BMP_37_7_15_1_22_6,6362
D11B113C,B73,1,1,12,13,Center,57,V10+,young,B73_13_12,58,>9,BMP_37_7_15_1_22_6,4103
D11B113T,B73,1,1,12,13,Tip,57,V10+,young,B73_13_12,58,>9,BMP_37_7_15_1_22_6,8040
D12C24A,CML312,2,2,11,4,Along,49,V10+,adult,CML312_4_11,50,>9,BMP_37_7_15_1_22_6,0
D11B25C,B73,1,2,11,5,Center,57,V10+,adult,B73_5_11,58,>9,BMP_37_7_15_1_22_6,2151
D12C25A,CML312,2,2,11,5,Along,49,V10+,adult,CML312_5_11,50,>9,BMP_37_7_15_1_22_6,5703
D11B27B,B73,1,2,11,7,Base,57,V10+,adult,B73_7_11,58,>9,BMP_37_7_15_1_22_6,2648
D11C27B,CML312,1,2,11,7,Base,57,V10+,adult,CML312_7_11,58,>9,BMP_37_7_15_1_22_6,8007
D11B27C,B73,1,2,11,7,Center,57,V10+,adult,B73_7_11,58,>9,BMP_37_7_15_1_22_6,3630
D11C27C,CML312,1,2,11,7,Center,57,V10+,adult,CML312_7_11,58,>9,BMP_37_7_15_1_22_6,5653
D11B27T,B73,1,2,11,7,Tip,57,V10+,adult,B73_7_11,58,>9,BMP_37_7_15_1_22_6,3479
D11C27T,CML312,1,2,11,7,Tip,57,V10+,adult,CML312_7_11,58,>9,BMP_37_7_15_1_22_6,3746
D12C27A,CML312,2,2,11,7,Along,49,V10+,adult,CML312_7_11,50,>9,BMP_37_7_15_1_22_6,2153
D11B29B,B73,1,2,11,9,Base,57,V10+,adult,B73_9_11,58,>9,BMP_37_7_15_1_22_6,4296
D11C29B,CML312,1,2,11,9,Base,57,V10+,adult,CML312_9_11,58,>9,BMP_37_7_15_1_22_6,7323
D11B29C,B73,1,2,11,9,Center,57,V10+,adult,B73_9_11,58,>9,BMP_37_7_15_1_22_6,3288
D11C29C,CML312,1,2,11,9,Center,57,V10+,adult,CML312_9_11,58,>9,BMP_37_7_15_1_22_6,6138
D11B29T,B73,1,2,11,9,Tip,57,V10+,adult,B73_9_11,58,>9,BMP_37_7_15_1_22_6,5282
D11C29T,CML312,1,2,11,9,Tip,57,V10+,adult,CML312_9_11,58,>9,BMP_37_7_15_1_22_6,6063
D12C29A,CML312,2,2,11,9,Along,49,V10+,adult,CML312_9_11,50,>9,BMP_37_7_15_1_22_6,5455
D11B211B,B73,1,2,11,11,Base,57,V10+,young,B73_11_11,58,>9,BMP_37_7_15_1_22_6,10095
D11C211B,CML312,1,2,11,11,Base,57,V10+,young,CML312_11_11,58,>9,BMP_37_7_15_1_22_6,10555
D11B211C,B73,1,2,11,11,Center,57,V10+,young,B73_11_11,58,>9,BMP_37_7_15_1_22_6,7030
D11C211C,CML312,1,2,11,11,Center,57,V10+,young,CML312_11_11,58,>9,BMP_37_7_15_1_22_6,8339
D11B211T,B73,1,2,11,11,Tip,57,V10+,young,B73_11_11,58,>9,BMP_37_7_15_1_22_6,3386
D11C211T,CML312,1,2,11,11,Tip,57,V10+,young,CML312_11_11,58,>9,BMP_37_7_15_1_22_6,13132
D12C211A,CML312,2,2,11,11,Along,49,V10+,young,CML312_11_11,50,>9,BMP_37_7_15_1_22_6,13553
D11B213B,B73,1,2,11,13,Base,57,V10+,young,B73_13_11,58,>9,BMP_37_7_15_1_22_6,7677
D11C213B,CML312,1,2,11,13,Base,57,V10+,young,CML312_13_11,58,>9,BMP_37_7_15_1_22_6,12572
D11B213C,B73,1,2,11,13,Center,57,V10+,young,B73_13_11,58,>9,BMP_37_7_15_1_22_6,3508
D11C213C,CML312,1,2,11,13,Center,57,V10+,young,CML312_13_11,58,>9,BMP_37_7_15_1_22_6,4657
D11B213T,B73,1,2,11,13,Tip,57,V10+,young,B73_13_11,58,>9,BMP_37_7_15_1_22_6,10928
D11C213T,CML312,1,2,11,13,Tip,57,V10+,young,CML312_13_11,58,>9,BMP_37_7_15_1_22_6,8614
D12C213A,CML312,2,2,11,13,Along,49,V10+,young,CML312_13_11,50,>9,BMP_37_7_15_1_22_6,12927
D12B14A,B73,2,1,10,4,Along,49,V10+,adult,B73_4_10,50,>9,BMP_37_7_15_1_22_6,3478
D12C14A,CML312,2,1,10,4,Along,49,V10+,adult,CML312_4_10,50,>9,BMP_37_7_15_1_22_6,3036
D12C15A,CML312,2,1,10,5,Along,49,V10+,adult,CML312_5_10,50,>9,BMP_37_7_15_1_22_6,6559
D12C17A,CML312,2,1,10,7,Along,49,V10+,adult,CML312_7_10,50,>9,BMP_37_7_15_1_22_6,7632
D12C19A,CML312,2,1,10,9,Along,49,V10+,adult,CML312_9_10,50,>9,BMP_37_7_15_1_22_6,0
D12C111A,CML312,2,1,10,11,Along,49,V10+,young,CML312_11_10,50,>9,BMP_37_7_15_1_22_6,6058
D12C113A,CML312,2,1,10,13,Along,49,V10+,young,CML312_13_10,50,>9,BMP_37_7_15_1_22_6,24213
D12B24A,B73,2,2,9,4,Along,49,V7-V9,adult,B73_4_9,50,7-9,BMP_37_7_15_1_22_6,5968
D12B15A,B73,2,1,9,5,Along,49,V7-V9,adult,B73_5_9,50,7-9,BMP_37_7_15_1_22_6,3683
D12B25A,B73,2,2,9,5,Along,49,V7-V9,adult,B73_5_9,50,7-9,BMP_37_7_15_1_22_6,2715
D12B27A,B73,2,2,9,7,Along,49,V7-V9,adult,B73_7_9,50,7-9,BMP_37_7_15_1_22_6,2189
D12B17A,B73,2,1,9,7,Along,49,V7-V9,adult,B73_7_9,50,7-9,BMP_37_7_15_1_22_6,3772
D12B19A,B73,2,1,9,9,Along,49,V7-V9,young,B73_9_9,50,7-9,BMP_37_7_15_1_22_6,2839
D12B29A,B73,2,2,9,9,Along,49,V7-V9,young,B73_9_9,50,7-9,BMP_37_7_15_1_22_6,439
D12B111A,B73,2,1,9,11,Along,49,V7-V9,young,B73_11_9,50,7-9,BMP_37_7_15_1_22_6,3390
D12B211A,B73,2,2,9,11,Along,49,V7-V9,young,B73_11_9,50,7-9,BMP_37_7_15_1_22_6,896
D12B113A,B73,2,1,9,13,Along,49,V7-V9,young,B73_13_9,50,7-9,BMP_37_7_15_1_22_6,8624
D12B213A,B73,2,2,9,13,Along,49,V7-V9,young,B73_13_9,50,7-9,BMP_37_7_15_1_22_6,19506
D12P14A,PT,2,1,8,4,Along,49,V7-V9,adult,PT_4_8,50,7-9,BMP_37_7_15_1_22_6,4983
D13C14A,CML312,3,1,8,4,Along,40,V7-V9,adult,CML312_4_8,40,7-9,BMP_37_7_15_1_22_6,3516
D13C24A,CML312,3,2,8,4,Along,40,V7-V9,adult,CML312_4_8,40,7-9,BMP_37_7_15_1_22_6,4437
D13P14A,PT,3,1,8,4,Along,40,V7-V9,adult,PT_4_8,40,7-9,BMP_37_7_15_1_22_6,8221
D12P15A,PT,2,1,8,5,Along,49,V7-V9,adult,PT_5_8,50,7-9,BMP_37_7_15_1_22_6,0
D13C25A,CML312,3,2,8,5,Along,40,V7-V9,adult,CML312_5_8,40,7-9,BMP_37_7_15_1_22_6,6327
D13P15A,PT,3,1,8,5,Along,40,V7-V9,adult,PT_5_8,40,7-9,BMP_37_7_15_1_22_6,2541
D12P17A,PT,2,1,8,7,Along,49,V7-V9,adult,PT_7_8,50,7-9,BMP_37_7_15_1_22_6,2775
D13C17A,CML312,3,1,8,7,Along,40,V7-V9,adult,CML312_7_8,40,7-9,BMP_37_7_15_1_22_6,10518
D13C27A,CML312,3,2,8,7,Along,40,V7-V9,adult,CML312_7_8,40,7-9,BMP_37_7_15_1_22_6,2726
D13P17A,PT,3,1,8,7,Along,40,V7-V9,adult,PT_7_8,40,7-9,BMP_37_7_15_1_22_6,7799
D12P19A,PT,2,1,8,9,Along,49,V7-V9,young,PT_9_8,50,7-9,BMP_37_7_15_1_22_6,5030
D13C19A,CML312,3,1,8,9,Along,40,V7-V9,young,CML312_9_8,40,7-9,BMP_37_7_15_1_22_6,9077
D13C29A,CML312,3,2,8,9,Along,40,V7-V9,young,CML312_9_8,40,7-9,BMP_37_7_15_1_22_6,13449
D13P19A,PT,3,1,8,9,Along,40,V7-V9,young,PT_9_8,40,7-9,BMP_37_7_15_1_22_6,8955
D12P111A,PT,2,1,8,11,Along,49,V7-V9,young,PT_11_8,50,7-9,BMP_37_7_15_1_22_6,2883
D12P113A,PT,2,1,8,13,Along,49,V7-V9,young,PT_13_8,50,7-9,BMP_37_7_15_1_22_6,12288
D13P24A,PT,3,2,7,4,Along,40,V7-V9,adult,PT_4_7,40,>9,BMP_37_7_15_1_22_6,9079
D13P25A,PT,3,2,7,5,Along,40,V7-V9,adult,PT_5_7,40,>9,BMP_37_7_15_1_22_6,3323
D13P27A,PT,3,2,7,7,Along,40,V7-V9,young,PT_7_7,40,>9,BMP_37_7_15_1_22_6,5183
D13P29A,PT,3,2,7,9,Along,40,V7-V9,young,PT_9_7,40,>9,BMP_37_7_15_1_22_6,5344
D13B14A,B73,3,1,6,4,Along,40,V6-,adult,B73_4_6,40,4-6,BMP_37_7_15_1_22_6,7834
D13B24A,B73,3,2,6,4,Along,40,V6-,adult,B73_4_6,40,4-6,BMP_37_7_15_1_22_6,1040
D14C24A,CML312,4,2,6,4,Along,26,V6-,adult,CML312_4_6,28,4-6,BMP_37_7_15_1_22_6,2626
D13B15A,B73,3,1,6,5,Along,40,V6-,adult,B73_5_6,40,4-6,BMP_37_7_15_1_22_6,1314
D13B25A,B73,3,2,6,5,Along,40,V6-,adult,B73_5_6,40,4-6,BMP_37_7_15_1_22_6,7023
D14C25A,CML312,4,2,6,5,Along,26,V6-,adult,CML312_5_6,28,4-6,BMP_37_7_15_1_22_6,12571
D13B17A,B73,3,1,6,7,Along,40,V6-,young,B73_7_6,40,4-6,BMP_37_7_15_1_22_6,3964
D13B27A,B73,3,2,6,7,Along,40,V6-,young,B73_7_6,40,4-6,BMP_37_7_15_1_22_6,5251
D14C27A,CML312,4,2,6,7,Along,26,V6-,young,CML312_7_6,28,4-6,BMP_37_7_15_1_22_6,11584
D14P24A,PT,4,2,5,4,Along,27,V6-,adult,PT_4_5,28,4-6,BMP_37_7_15_1_22_6,6698
D14C14A,CML312,4,1,5,4,Along,26,V6-,adult,CML312_4_5,28,4-6,BMP_37_7_15_1_22_6,5978
D14C15A,CML312,4,1,5,5,Along,26,V6-,young,CML312_5_5,28,4-6,BMP_37_7_15_1_22_6,0
D14P25A,PT,4,2,5,5,Along,27,V6-,young,PT_5_5,28,4-6,BMP_37_7_15_1_22_6,11206
D14P27A,PT,4,2,5,7,Along,27,V6-,young,PT_7_5,28,4-6,BMP_37_7_15_1_22_6,10002
D14C17A,CML312,4,1,5,7,Along,26,V6-,young,CML312_7_5,28,4-6,BMP_37_7_15_1_22_6,23070
D14B14A,B73,4,1,4,4,Along,27,V6-,young,B73_4_4,28,4-6,BMP_37_7_15_1_22_6,5506
D14B24A,B73,4,2,4,4,Along,28,V6-,young,B73_4_4,28,4-6,BMP_37_7_15_1_22_6,1267
D14P14A,PT,4,1,4,4,Along,28,V6-,young,PT_4_4,28,4-6,BMP_37_7_15_1_22_6,3350
D14B15A,B73,4,1,4,5,Along,27,V6-,young,B73_5_4,28,4-6,BMP_37_7_15_1_22_6,5054
D14B25A,B73,4,2,4,5,Along,28,V6-,young,B73_5_4,28,4-6,BMP_37_7_15_1_22_6,6227
D14P15A,PT,4,1,4,5,Along,28,V6-,young,PT_5_4,28,4-6,BMP_37_7_15_1_22_6,2447
D11C15B,CML312,1,1,14,5,Base,57,V10+,adult,CML312_5_14,58,>9,CE_20_3,28397
D11C15C,CML312,1,1,14,5,Center,57,V10+,adult,CML312_5_14,58,>9,CE_20_3,37486
D11C15T,CML312,1,1,14,5,Tip,57,V10+,adult,CML312_5_14,58,>9,CE_20_3,37956
D11C17B,CML312,1,1,14,7,Base,57,V10+,adult,CML312_7_14,58,>9,CE_20_3,35605
D11P17B,PT,1,1,14,7,Base,57,V10+,adult,PT_7_14,58,>9,CE_20_3,28158
D11P27B,PT,1,2,14,7,Base,57,V10+,adult,PT_7_14,58,>9,CE_20_3,14623
D11P17C,PT,1,1,14,7,Center,57,V10+,adult,PT_7_14,58,>9,CE_20_3,61260
D11P27C,PT,1,2,14,7,Center,57,V10+,adult,PT_7_14,58,>9,CE_20_3,21712
D11C17C,CML312,1,1,14,7,Center,57,V10+,adult,CML312_7_14,58,>9,CE_20_3,34165
D11C17T,CML312,1,1,14,7,Tip,57,V10+,adult,CML312_7_14,58,>9,CE_20_3,34330
D11P17T,PT,1,1,14,7,Tip,57,V10+,adult,PT_7_14,58,>9,CE_20_3,65699
